professor_id,professor_name,university,carnegie,tenure_year,review_id,review_date,review_year,relative_year,overall_rating,clarity_rating,difficulty,would_take_again,review_text,course,is_online,is_for_credit,grade,rating_tags
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM2NDk2NDY3,2022-06-30 05:55:33 +0000 UTC,2022,,4,4,3,1.0,"Technology makes students in her class lazy and entitled.  Prof Dietrich delivers content, but it's the students' responsibility to learn.  I'm looking back, because tech workers ask too many of the wrong questions.",ACO320,False,True,B,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM2MjYyNzg3,2022-05-06 11:10:27 +0000 UTC,2022,,1,1,5,,"Not that great of a teacher, links good resources, but if you don't already know the languages you'll struggle a lot. If you do poorly on the midterm drop the class. Tests are in depth on few topics and the study guides may not be accurate. Assignments are difficult and time consuming. Class averages were D's and F's for assignments and tests.",ACO240,False,True,Rather not say,Tough grader--Test heavy--Graded by few things
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM2MTI2MzUx,2022-04-21 23:40:11 +0000 UTC,2022,,1,1,5,,"She knows the material well enough to teach it, but she should NOT teach it. She only reads from the slides, ridicules those who ask questions. Her exams do NOT cover all material, she chooses a few topics and you better hope you know those inside or out. My class averaged a 48% on the final. I went from a A- to a C+. AVOID AT ALL COSTS!!!!!!!!!!!!",ACO320,False,True,C+,Tough grader--Graded by few things
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1OTkwOTI3,2022-03-29 18:33:15 +0000 UTC,2022,,4,4,5,1.0,"She's tough. Her tests require you to expand on topics covered in class. There is a lot of homework and she requires ""high level"" questions in class. But if you give her respect, she will give you respect. Having taken computing classes outside of ACO, at least she treats you as an intelligent person. Go to office hours. Read the book. PREPARE.",ACO320,False,True,B,Tough grader--Lots of homework--Accessible outside class
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1OTg1Nzky,2022-03-28 20:17:23 +0000 UTC,2022,,1,1,5,,"I paid for an in-person live lecture class. What I received was a ""lecture"" on zoom. I use quotes around lecture because she didn't lecture. Dietrich made prerecorded videos to play during class. That meant we couldn't ask question because the class wasn't live and she wasn't responsive during the video. Dietrich is the worst professor at ASU.",ACO240,False,True,B,Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1OTM4NzMw,2022-03-15 19:13:50 +0000 UTC,2022,,1,1,5,,"Dr. Dietrich means well, but she is not a good professor. I was on the edge about changing my major, but she is what ultimately made me decide to change. The quizzes are all fill in the blank/ free response. The assignments have little to no direction are are super vague. Do not take this class if there are other options available.",ACO240,False,True,,Tough grader--Graded by few things
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODk1Njg5,2022-03-02 05:51:41 +0000 UTC,2022,,1,1,5,,If you are searching for a professor you don&#39;t have much of an option. Be prepared to do homework that is 5x more difficult than what you go over in class. Quizzes are free response and there isn&#39;t much mercy to her grading. Replit is also the horrible place she decided to code in.,ACO240,False,True,Not sure yet,Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODkwNDU0,2022-02-28 22:31:43 +0000 UTC,2022,,1,1,5,0.0,Please don't take this if other options are available. Way overly complicated assignments for just being introduced to new languages. Crams as much material as possible within as little amount of time possible. She does not consider student opinions and is not helpful when asking questions. Assignments are terribly vague with little instruction.,ACO240,True,True,,Participation matters--Lecture heavy--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODkwMTc0,2022-02-28 21:13:26 +0000 UTC,2022,,1,1,5,0.0,I gave Dr. Dietrich the tag of &quot;AMAZING LECTURES&quot; because you'll be amazed how god awful she is at lecturing. She laughs at students questions and replies with &quot;well if you read the instructions&quot;.,ACO240,False,True,C,Lots of homework--Amazing lectures--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODUzMjM1,2022-02-14 20:37:11 +0000 UTC,2022,,1,1,5,0.0,Prof. Dietrich is rude and doesn't respect her students. She laughs at students when they ask questions then wonders why no one asks questions. She is not good at lecturing and just reads someone else's slides. Boring to listen to and wastes time on pointless matters in class. Do not take her class unless you like torturing yourself.,ACO240,False,True,C+,Lots of homework--Participation matters--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODQxODYy,2022-02-09 20:42:34 +0000 UTC,2022,,1,1,3,0.0,I had to double my anti-depressant prescription just to handle this class.,ACO240,True,True,B,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM1ODQxODQz,2022-02-09 20:40:05 +0000 UTC,2022,,1,1,3,0.0,Professor Dietrich rambles in class about nonsense. She has no idea what she is talking about and reads the power points word for word. She assigns work for the sake of keeping students busy and not for learning purposes.,ACO240,False,True,B,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTM0NjMxNjE3,2021-04-27 02:20:57 +0000 UTC,2021,,1,1,5,0.0,"She shouldn't be teaching. Her powerpoints are terrible and she just reads off it. She wrote the book and it's just as bad as her in class lecture. She isn't clear about what she wants on assignments and doesn't admit when she is wrong. She is condescending and will laugh at you, if she thinks and answer is obvious. Only difficult because of her.",ACO501,False,True,B+,Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMzOTkzMzE4,2020-12-09 01:39:19 +0000 UTC,2020,,1,1,5,0.0,"She is disrespectful as she replies to legitimate questions with &quot;it's just logic and common sense&quot; or &quot;it's in the notes&quot; We, the students, are here asking questions because we have not yet built these logical skills yet. Logic is a skill like math. You also know she not a good teacher when a substitute explained her material better than she did.",ACO320,False,True,B,Lots of homework--Test heavy--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMzMTc4OTMz,2020-05-01 21:01:00 +0000 UTC,2020,,1,1,4,0.0,"Dr. Dietrich is clearly knowledgable, however, she does not convey the material well to students. She is sometimes condescending to students asking questions and does a poor job of fostering a learning environment. She did not handle the COVID-19 pandemic well.",ACO240,False,True,Not sure yet,Graded by few things--Test heavy--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMzMTcyMDk1,2020-05-01 01:07:27 +0000 UTC,2020,,1,1,5,0.0,"considering changing my major or leaving ASU because of this professor. Ask any type of question that she doesn't deem &quot;high level&quot; enough, and you will be belittled and get a sarcastic answer. midterm and final make up over 50% of the grade. The Class averaged D on major assignments and tests. That right there says everything. Take ACO 201 first.",ACO240,False,True,C-,Graded by few things--Test heavy--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMzMDA0ODk1,2020-03-30 21:32:04 +0000 UTC,2020,,1,1,4,0.0,"Extremely condescending and rude to students. I had this professor before and thought she was okay, now I understand student's hesitance to ask questions because her responses are always sarcastic. She's knowledgeable, but it's overshadowed by her awful attitude. She posts good material on the class website, so you're better off referencing that.",ACO240,False,True,Not sure yet,Tough grader--Lecture heavy--Graded by few things
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMyNTQ0NDQ0,2019-12-06 01:58:42 +0000 UTC,2019,,1,1,5,0.0,"Plan on putting everything else aside in your life to pass class. Long projects given one day, due a week later yet the entire week is spent covering new material that has nothing to do with the current project. The material isn't too hard but the pace of this class is insane. Fail one project or test and good luck even getting a C. avoid her.",ACO102,False,True,Not sure yet,Lots of homework--Test heavy--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMxMzg3ODIx,2019-02-27 18:02:40 +0000 UTC,2019,,3,3,4,1.0,"She's very knowledgeable in the coding field. Being an intro level class, I feel she expects way too much out of us. I have a background with networking and this class is difficult for me. DO NOT MISS CLASS. if you do you will fall behind!",ACO101,False,True,,Respected--Lots of homework--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMxMzg2ODM2,2019-02-27 08:04:04 +0000 UTC,2019,,2,2,5,0.0,"Her Midterm and Final make up 55 percent of the grade. She likes to give &quot;in class &quot;homework (which you end up doing outside of class either way because of difficulty and time) and out of class programming assignments (Which makes it hard to focus on just the programming assignment). All work is expected to be done alone, so no group assignments.",ACO240,False,True,,Lots of homework--Accessible outside class--Tough grader
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMxMzQ0MDk1,2019-02-07 19:14:07 +0000 UTC,2019,,2,2,5,0.0,"Its great that she knows her subject. Berry knowledgeable her field. The thing is, she cant deliver. This is a ACO101 class yet she talks to us like as if coding is already in our blood at what not. Tone it down. She isnt very helpful. When you ask for help, shes very harsh and she points out your mistake as if you know how to fix it.",ACO101,False,True,,Tough Grader--Skip class? You won't pass.
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTMwNjUwODY2,2018-11-02 19:42:10 +0000 UTC,2018,,5,5,3,1.0,"Dr. Dietrich is very accessible outside of class, however that may not be necessary since she does such a great job in the classroom. Having trouble on an in-class exercise? She will take the time to walk you through the problem. The material in the course is super useful too.",ACO240,False,True,,Gives good feedback--ACCESSIBLE OUTSIDE CLASS--Caring
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTI5NjAwNDAy,2018-02-27 01:35:16 +0000 UTC,2018,,4,4,4,0.0,"A medium level difficulty, the class requires lots of your time outside the classroom. Homework will help you with exams, make sure to do well on it. Dr. D is a good teacher, but she is a tough grader. Points are taken for every error. Know your material, the class grade is never curved. Your grade might not reflect the amount of work you put in.",ACO320,False,True,,Tough Grader--Skip class? You won't pass.--LOTS OF HOMEWORK
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTI4MjYzMzIx,2017-05-09 17:41:56 +0000 UTC,2017,,2,2,4,0.0,"Dr. Dietrich knows the material. She understand what she teaches, but the problem lies in her inability to convey the material to people who know little of the material she teaches. In addition, she fails to offer good assistance to those in need, merely offering a blanket statement, such as ""We already covered this"" or ""It's in the book.""",ACO320,False,True,C+,Tough Grader--Skip class? You won't pass.
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTI0OTIzNTU5,2015-05-31 17:14:25 +0000 UTC,2015,,5,5,3,,"If you're looking to show up and pass, she isn't for you. She expects you to put in the time outside of class as well as use her office hours and the teaching assistant to learn the material.  Attendance is mandatory. I found her to be fair. Her rubrics or guides before each assignments were not the clearest but she took and answered questions in c",AGO102,False,True,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTIzOTcyNzI5,2014-12-06 23:42:25 +0000 UTC,2014,,1,1,5,,"She doesn't teach and leaves the class to learn on their own. By any means, avoid taking this class and having to deal with her horrible ""teaching."" Her grading sucks and isn't fair whatsoever. Everything is done online and testsquizzes are taken on paper which doesn't help. Reading powerpoints is her way of teaching. I can do that on my own.",ACO100,False,False,D-,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTIwNDg1MTU5,2012-07-11 23:00:21 +0000 UTC,2012,,5,4,5,,Always went to class. Always,ACO101,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTE0MDk1MzA5,2008-02-14 16:16:40 +0000 UTC,2008,,4,4,3,,"Took a database design class a while back (don't remember the class code).  I thought it was great; she was a good lecturer, used a textbook she had authored herself and knew the material very well.  I learned a lot that I'm using in the real world.",CSE500,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTEzMDcyOTkz,2007-04-27 13:57:42 +0000 UTC,2007,,1,1,5,,No Comments,ACO100,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTEyMDA1MzQ2,2006-06-14 20:57:51 +0000 UTC,2006,,2,2,3,,Does not help much. All she does is take the powerpoint slides provided by the textbook's publisher and read them in class that is all she does. You can bearly understand what the heck is going on with the programing assignments. I basically had to research the materials by myself. Whenever you go for help she would tell you to read the book!,ACO101,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTExODU1Mzcy,2006-05-09 18:12:06 +0000 UTC,2006,,3,3,3,,it looks like the ratings have been removed. why&#63;,ACO,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTExODU0MDYw,2006-05-09 15:55:11 +0000 UTC,2006,,1,1,4,,Unfortunately this professor gets an f for teaching and will run off many students who would otherwise be interested in programming.,ACO102,False,False,,
662021,Suzanne Dietrich,Arizona State University,R1,,UmF0aW5nLTExMDk0NTQ4,2005-12-08 19:17:14 +0000 UTC,2005,,2,2,5,,No Comments,ACO101,False,False,,
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM2NTAyMzU1,2022-07-04 07:23:15 +0000 UTC,2022,1.0,1,1,5,,ONE OF THE WORST PROFESSORS THAT I HAVE EVER COME ACROSS HE DOES NOT HELP ANY STUDENT  HE NEVER RESPONDS TO EMAIL WORST GRADING SHAMELESS PROFESSOR,CSE512,False,True,,Hilarious
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM2MjMxMDE4,2022-05-03 21:13:30 +0000 UTC,2022,1.0,5,5,2,1.0,One of my favorite profs. I came in with no knowledge of databases and was able to get caught up with the class rather easy. First lecture that has been worth showing up to since Covid. Homework assignments can be rather tricky but not the end of the world. Midterm and Final didn't contain trick questions and were graded fairly.,CSE512,False,True,A-,Amazing lectures --Graded by few things
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM2MjAxMTcy,2022-04-30 18:04:49 +0000 UTC,2022,1.0,5,5,3,1.0,"Amazing professor. CSE 512 is a light course. If you already have a knowledge of databases, its gonna be easy. Good assignments and good lecture notes. A few tricky coding assignments, but overall managable. Mid-exam was descriptive and final was MCQ. Would recommend if you are looking for a great in-person lecture experience and an easy A",CSE512,False,True,A,Clear grading criteria--Hilarious--Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM1NTU5NzYw,2021-12-16 18:41:31 +0000 UTC,2021,0.0,3,3,2,1.0,"He makes the class pretty easy and clear to understand, but he feels like he's unprepared for most of his lectures. If you ask him a question he'll often misinterpret it or brush it off. Grading is lenient and the homework is interesting, but they're also pretty cookie cutter so you'll only touch the surface level of some of the tech.",CSE512,False,True,A,Lots of homework--Clear grading criteria
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM1NDk2MzM2,2021-12-13 16:43:51 +0000 UTC,2021,0.0,5,5,3,1.0,"Prof very nice and caring, hates cheaters tho. Lectures not that complicated, but a lot to cram for midterm/final via basically rote learning, very doable to do good on the exams. Projects some were really easy, some decently hard with only a week to do, the hard one will suck but its downhill from there. One of the easiest 500's with a great prof!",CSE512,False,True,B,Graded by few things--Clear grading criteria--Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM0NzE3MzU2,2021-05-06 00:33:59 +0000 UTC,2021,0.0,3,3,2,0.0,"He's a really nice guy but just didn't feel like he was prepared. He cares that everyone gets a good grade, but it also feels like you're not learning anything too complicated. The content overlaps a lot with CSE412 (except for the basic SQL part) with some extra information sprinkled in for the distributed part. It's not rigorous at all.",CSE512,False,True,A,Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM0NTUzMDI1,2021-04-15 00:00:13 +0000 UTC,2021,0.0,4,4,3,1.0,I took his class in Spring 2021 during covid when fully online. He tried to really help at the end of the semester to make it less stressful for us. He recorded lectures but did post them a week later and wasn't available out of class much. I learned a lot in this class and thought it was great as an elective. I would recommend!,CSE412,False,True,A,
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTM0NTAxNDc1,2021-04-02 19:47:01 +0000 UTC,2021,0.0,2,2,3,1.0,"He's a nice guy, just disorganized. During Covid he uploaded lectures days after. Students had to keep emailing TAs to clarify vague assignment directions, and shared their responses on Discord. The one time I emailed the professor, my email tracker said he read it 2 hours later, but I never got a response; not sure if that's a norm for him.",CSE412,False,True,A,Graded by few things--Hilarious
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMzNzQwMzI0,2020-10-27 19:58:06 +0000 UTC,2020,-1.0,1,1,1,0.0,"I don't know why this professor is ranked so highly! The class is the easiest I have ever taken. Professor teaches basic things that even an undergrad student will know! Cakewalk, easy to get A, A+. Please don't take it as it is not a graduate-level course.",CSE512,False,True,A,Hilarious
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMzMzcwODcz,2020-05-26 07:53:01 +0000 UTC,2020,-1.0,4,4,3,1.0,Tries to scare you off with the rules in his first class. You would learn a lot from this class. This professor is an ocean of knowledge. Not the toughest grading but you can lose points if you are not careful with the specific grading criteria and plagiarism.,CSE512,False,True,A+,Graded by few things--Group projects--Hilarious
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMzMjg4NzU3,2020-05-13 22:49:09 +0000 UTC,2020,-1.0,4,4,3,1.0,Very interactive class and communicated a lot with the class. Cared how we were doing and is flexible.,CSE412,False,True,B,Gives good feedback--Group projects--Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMzMjc3Nzky,2020-05-12 21:45:16 +0000 UTC,2020,-1.0,4,4,3,1.0,Very interactive classes and interesting lectures with real life examples. clear grading. Subject is very useful for jobs and gives hands on experience on latest things. Only thing i did not like was the assignments and projects are same from several semesters and they need to be changed,CSE512,False,True,A+,Respected--Clear grading criteria--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMyNzcyMDk4,2019-12-29 23:08:02 +0000 UTC,2019,-2.0,5,5,3,0.0,Great course. You will learn a lot of details about engineering distributed data systems. The only drawback is that exams can be difficult.,CSE512,False,True,A-,
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMyNzcyMDI4,2019-12-29 22:46:06 +0000 UTC,2019,-2.0,5,5,4,1.0,Enjoyed the class. The assignments and group project are really great and gives you hands-on experience. The midterm was difficult but the grading was not too tough. Highly recommended.,CSE512,False,True,A-,Participation matters--Group projects--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMyNzQ0MzI5,2019-12-22 19:23:51 +0000 UTC,2019,-2.0,3,3,4,1.0,"He is a pretty chill professor. The lectures are okay. Definitely need to attend and participate in all lectures to do well on the tests. This time, midterms and finals were both difficult. Assignments are doable and really awesome. The project also gives you hands-on experience in Apache Spark and AWS.",CSE512,False,True,A,Get ready to read--Participation matters--Clear grading criteria
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMyMTE5NzI3,2019-07-24 23:13:38 +0000 UTC,2019,-2.0,5,5,4,1.0,This class is a must if you plan to pursue a career in data science. Dr. Sarwat is definitely an expert in database systems and that shows in the way he runs discussions in class. The class is never boring since the prof shows how to do database stuff using the PostgreSQL psql interface. The final exam was a bit difficult but not too bad.,CSE412,False,True,B+,Participation matters--Group projects--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMxODQzMDQy,2019-05-11 04:00:56 +0000 UTC,2019,-2.0,5,5,3,1.0,"Good prof. lectures are clear and in-class activities are engaging. There are 5 prog. assignments and they are not difficult. The prof focus on the practice side of DDS, which is very useful when you apply for jobs. Having a 3 hrs class on a Friday afternoon is not cool though.",CSE512,False,True,A-,Participation matters--Inspirational--Test heavy
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMxODE0Njky,2019-05-08 20:30:51 +0000 UTC,2019,-2.0,4,4,3,0.0,"He's a cool guy, his lectures are pretty fun, and the homework was clearly laid out. But he created a lot of unnecessary stress with his extra grading policies. For example, it said on the syllabus that if you scored less than 50% on the final you would fail the class. He later relaxed the policies so they were just scare tactics I guess.",CSE412,False,True,A-,
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMxODAzNzMy,2019-05-07 23:44:02 +0000 UTC,2019,-2.0,5,5,3,1.0,"This class seems difficult at the beginning but the prof makes it easy. Lecturing style is good and easy to follow. HWs require programming with Python, PostgreSQL, and MongoDB. The project gave us hands-on experience with Hadoop and Spark. The pace of the class can sometimes be slow but thats because Prof tries to clear all doubts in class.",CSE512,False,True,A-,Inspirational--Amazing lectures--EXTRA CREDIT
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMxNzUwNDgz,2019-05-02 20:26:37 +0000 UTC,2019,-2.0,5,5,4,1.0,"nice, knowledgeable and good lecturer. makes the content very practical. HWs and project are easy but exams are difficult. Attending the class is necessary to get a good participation grade.",CSE412,False,True,Not sure yet,Participation matters--Amazing lectures--Tough grader
1981360,Mohamed Sarwat,Arizona State University,R1,2021.0,UmF0aW5nLTMxMzczNTAz,2019-02-22 15:11:59 +0000 UTC,2019,-2.0,5,5,3,1.0,Great professor - very nice and smart. The fun part though is when he runs interative lab sessions using PostgreSQL in class. He shows us step-by-step how to write SQL commands. I wish more professors would do the same.,CSE412,False,True,Not sure yet,Respected--Participation matters--Amazing lectures
