professor_id,professor_name,university,carnegie,tenure_year,review_id,review_date,review_year,relative_year,post_tenure,overall_rating,clarity_rating,difficulty,would_take_again_bin,sentiment,review_length,review_text,course,is_online,grade,rating_tags
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMzMjg4NzU3,2020-05-13 22:49:09 +0000 UTC,2020,-1,0,4,4,3,1.0,0.5719,18,Very interactive class and communicated a lot with the class. Cared how we were doing and is flexible.,CSE412,False,B,Gives good feedback--Group projects--Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMzMjc3Nzky,2020-05-12 21:45:16 +0000 UTC,2020,-1,0,4,4,3,1.0,0.7494,48,Very interactive classes and interesting lectures with real life examples. clear grading. Subject is very useful for jobs and gives hands on experience on latest things. Only thing i did not like was the assignments and projects are same from several semesters and they need to be changed,CSE512,False,A+,Respected--Clear grading criteria--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMyNzcyMDk4,2019-12-29 23:08:02 +0000 UTC,2019,-2,0,5,5,3,0.0,0.3818,23,Great course. You will learn a lot of details about engineering distributed data systems. The only drawback is that exams can be difficult.,CSE512,False,A-,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMyNzcyMDI4,2019-12-29 22:46:06 +0000 UTC,2019,-2,0,5,5,4,1.0,0.7423,29,Enjoyed the class. The assignments and group project are really great and gives you hands-on experience. The midterm was difficult but the grading was not too tough. Highly recommended.,CSE512,False,A-,Participation matters--Group projects--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMyNzQ0MzI5,2019-12-22 19:23:51 +0000 UTC,2019,-2,0,3,3,4,1.0,0.9134,51,"He is a pretty chill professor. The lectures are okay. Definitely need to attend and participate in all lectures to do well on the tests. This time, midterms and finals were both difficult. Assignments are doable and really awesome. The project also gives you hands-on experience in Apache Spark and AWS.",CSE512,False,A,Get ready to read--Participation matters--Clear grading criteria
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMyMTE5NzI3,2019-07-24 23:13:38 +0000 UTC,2019,-2,0,5,5,4,1.0,0.6549,65,This class is a must if you plan to pursue a career in data science. Dr. Sarwat is definitely an expert in database systems and that shows in the way he runs discussions in class. The class is never boring since the prof shows how to do database stuff using the PostgreSQL psql interface. The final exam was a bit difficult but not too bad.,CSE412,False,B+,Participation matters--Group projects--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxODQzMDQy,2019-05-11 04:00:56 +0000 UTC,2019,-2,0,5,5,3,1.0,0.8818,51,"Good prof. lectures are clear and in-class activities are engaging. There are 5 prog. assignments and they are not difficult. The prof focus on the practice side of DDS, which is very useful when you apply for jobs. Having a 3 hrs class on a Friday afternoon is not cool though.",CSE512,False,A-,Participation matters--Inspirational--Test heavy
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxODE0Njky,2019-05-08 20:30:51 +0000 UTC,2019,-2,0,4,4,3,0.0,-0.296,64,"He's a cool guy, his lectures are pretty fun, and the homework was clearly laid out. But he created a lot of unnecessary stress with his extra grading policies. For example, it said on the syllabus that if you scored less than 50% on the final you would fail the class. He later relaxed the policies so they were just scare tactics I guess.",CSE412,False,A-,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxODAzNzMy,2019-05-07 23:44:02 +0000 UTC,2019,-2,0,5,5,3,1.0,0.9294,59,"This class seems difficult at the beginning but the prof makes it easy. Lecturing style is good and easy to follow. HWs require programming with Python, PostgreSQL, and MongoDB. The project gave us hands-on experience with Hadoop and Spark. The pace of the class can sometimes be slow but thats because Prof tries to clear all doubts in class.",CSE512,False,A-,Inspirational--Amazing lectures--EXTRA CREDIT
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxNzUwNDgz,2019-05-02 20:26:37 +0000 UTC,2019,-2,0,5,5,4,1.0,0.6597,30,"nice, knowledgeable and good lecturer. makes the content very practical. HWs and project are easy but exams are difficult. Attending the class is necessary to get a good participation grade.",CSE412,False,Not sure yet,Participation matters--Amazing lectures--Tough grader
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxMzczNTAz,2019-02-22 15:11:59 +0000 UTC,2019,-2,0,5,5,3,1.0,0.9447,39,Great professor - very nice and smart. The fun part though is when he runs interative lab sessions using PostgreSQL in class. He shows us step-by-step how to write SQL commands. I wish more professors would do the same.,CSE412,False,Not sure yet,Respected--Participation matters--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxMzUyNTAz,2019-02-11 17:30:54 +0000 UTC,2019,-2,0,2,2,4,0.0,0.7541,57,"He's very nice, knowledgable, and smart, but that doesn't mean he's a good teacher. His homework and project assignments are poorly explained, and grading is tough. He also has difficulty explaining new concepts: he skips through lectures because he thinks everyone is as quick to learn as he is. Interesting dude, but not for a graded course.",CSE412,False,Not sure yet,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMxMjkwMjQ0,2019-01-22 14:42:04 +0000 UTC,2019,-2,0,3,3,2,0.0,0.7506,48,"Could have been a great teacher but already 2 weeks in to the Semester, already can't get a reply from him through email after emailing him twice. He's too busy with his twitter presence to even check his emails. Apart from that could have been a good teacher.",CSE412,False,,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwODk5OTU5,2018-12-06 18:34:08 +0000 UTC,2018,-3,0,4,4,3,1.0,0.6089,49,"Friendly professor. Good lectures. Cheat sheet is allowed on exams, though won't help much. Assignments were very easy, and they are 25% of your grade. Project is okay (code on Scala, so you have to learn a new language), although 10 pages report at the end is not cool.",CSE512,False,,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwMTQ5Nzc3,2018-05-19 01:18:45 +0000 UTC,2018,-3,0,5,5,4,1.0,0.9291,55,"Among the best classes I took at ASU. The material is very practical and the professor shows enthusiasm teaching it. A lot of interactive demos using PostgreSQL in class, which helps us get a better feel of the abstract concepts. Assignment are easy but the exams are a bit challenging. Overall, a very good class!",CSE412,False,B+,Tough Grader--Participation matters--Amazing lectures
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwMTExNDQ2,2018-05-15 12:06:32 +0000 UTC,2018,-3,0,5,5,4,1.0,0.9715,58,"ASU should have more professors like Dr. Sarwat. He knows the material very well and shows interest in teaching it. He also cares a lot about the success of his students. The lectures are great and he incorporates a lot of activities / discussions. For improvement, I think the group project could have been a bit more challenging.",CSE412,False,,Respected--Amazing lectures--GROUP PROJECTS
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwMDkzNDQx,2018-05-13 19:29:44 +0000 UTC,2018,-3,0,4,4,4,1.0,0.9133,40,A good professor. He knows what he's teaching and will make sure to answer all questions in class. The best thing about this class is the project in which we learn how to run database queries in Spark. Highly recommended!,CSE512,False,A-,Respected--LOTS OF HOMEWORK--GROUP PROJECTS
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwMDQ4MzA2,2018-05-09 22:47:49 +0000 UTC,2018,-3,0,5,5,3,1.0,0.7391,57,Sarwat is a good prof. Lots of assignments and project work but you will learn a lot. Midterm was a bit difficult but the final was easy. You will need to attend the lecture or otherwise you may not be able to follow. I would have liked it if the prof covered topics related to big data.,CSE412,False,A-,LOTS OF HOMEWORK--Amazing lectures--GROUP PROJECTS
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTMwMDMyNDQ0,2018-05-08 23:04:13 +0000 UTC,2018,-3,0,1,1,4,0.0,-0.7496,57,Seemed like he was going to be fine for the first half of the semester. Towards the end he got extremely disorganized and was very unclear when teaching more complicated material. Never gave feedback for why things were wrong. Had multiple assignments where the solutions were incorrect. Spent 30% of lecture talking about random stuff. Bad Professor,CSE412,False,B+,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI5NzQzMjAy,2018-04-04 17:36:47 +0000 UTC,2018,-3,0,5,5,4,1.0,0.8803,58,"Dr. Sarwat is one of the best computer science professors at ASU. He has extreme knowledge on the database and SQL subject and is very patient answering questions during class. He sometimes relates the abstract concepts to current tech news, which makes it easy for us to understand. I totally recommend the class - a lot to learn!",CSE412,False,Not sure yet,Respected--ACCESSIBLE OUTSIDE CLASS--Caring
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI4NDU5MTU2,2017-06-16 02:38:21 +0000 UTC,2017,-4,0,3,3,2,0.0,0.4215,12,"Course Project and assignments are nice. Classes are just ok, nothing extra-ordinary.",CSE512,False,A,Tough Grader--BEWARE OF POP QUIZZES--GROUP PROJECTS
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI4MjM3MjAz,2017-05-07 12:04:04 +0000 UTC,2017,-4,0,5,5,4,1.0,0.577,13,Clear lectures. Useful assignments. Project is highly related to cutting edge computing technology.,CSE512,False,,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI2MjI1MDk0,2016-04-04 03:40:40 +0000 UTC,2016,-5,0,5,4,3,,0.9324,57,Prof. Sarwat is an excellent professor. His course schedule is very clear and there will not be many changes. You will learn many new and hot technologies as a part of his course that add value  to your resume. The course load is very balanced. I would definitely recommend his course.  Attendance and class participation is important.,CSE512,False,A+,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI1Njk3NjQ1,2015-12-15 00:57:46 +0000 UTC,2015,-6,0,4,4,3,,0.6705,36,"Course projects and assignments related to latest technologies such as Apache Spark, Hadoop, MongoDB etc. which is good to learn and put on resume. There is only one midterm exam which is easy and no finals.",CSE512,False,A-,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI0ODA4NTMy,2015-05-12 13:16:38 +0000 UTC,2015,-6,0,3,2,5,,-0.3018,46,"not so hard grading but definitely not a good prof. u will learn nothing from himattending class. attendance is kind of mandatory since he takes meaningless quizzes now and then. however, projectsassignments  r good but group sizes r 2 much. Avoid if u want to learn!!",CSE512,False,,
1981360,Mohamed Sarwat,Arizona State University,R1,2021,UmF0aW5nLTI0NTExNzg1,2015-03-27 18:12:29 +0000 UTC,2015,-6,0,5,5,4,,0.878,62,"The best professor I have seen ever. He had immense knowledge in his field. He scares u on the first day saying subject is very tough. but he makes course a free walk. We had group assignments too. One thing is sure, course project will be your top listing in linkedin profile. Professor makes you work on latest technologies for project .",CSE512,False,,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTQxMzY3MTY1,2025-05-27 01:14:15 +0000 UTC,2025,3,1,5,5,2,1.0,0.7975,59,"His 310 class is pretty straightforward, and the homework wasn't difficult since it's just practice for what you learned in the lecture. There were two Midterms, and the lower grade gets dropped. The final wasn't too difficult as well. The two projects could be done on your own or with a partner. Review the slides and you'll do fine.",CSE310,False,A,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTQxMzA4ODYy,2025-05-17 02:35:57 +0000 UTC,2025,3,1,5,5,3,1.0,0.7884,57,"Professor Yang is a great choice for 310! Homework and projects are on topic while still relatively challenging. Lectures are informative although they could be a little slow at times, but there's good insight into real-world application throughout. Tests can be a little tricky; use your whole cheat sheet. TAs are also very helpful in this class!",CSE310,False,A,Gives good feedback--Caring--Test heavy
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTQxMjYwNjY2,2025-05-13 01:15:19 +0000 UTC,2025,3,1,5,5,2,1.0,0.9605,57,"He makes CSE 310 feel so much easier than it is. Homework is super light, with basically 2 questions per week. He's a super chill and cool guy and his lectures are good. Just make sure to study the lecture notes and do good on the tests (which have cheat sheets) and you will be completely fine.",CSE310,False,A,Caring--Respected
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTQxMDk5NDI0,2025-04-30 14:41:56 +0000 UTC,2025,3,1,5,5,2,1.0,0.8407,54,"Dr. Yang my goat idk course might be a bit different in the future sometimes his lectures are unbelievably dry (looking at u RB trees) exams are important so def study hard for those but otherwise the course isn't too hard, i think it's a good balance of relatively easy but very thought-provoking assignments",CSE310,False,A,Caring--Respected--Lecture heavy
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTQxMDk2NTY3,2025-04-30 04:01:55 +0000 UTC,2025,3,1,5,5,2,1.0,0.8793,57,"Not much to say about 310, but prof YZ makes it fairly easy for everyone. Two midterms but the one with higher grade is taken, and then a final. Also two projects. Don't know about future classes, but it was pretty chill. He's also chill and his lectures (neither recitation) are required. Just don't forget to study.",CSE310,False,A,Clear grading criteria--Graded by few things
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM5Mzc0NzQ4,2024-05-06 05:35:24 +0000 UTC,2024,2,1,5,5,2,1.0,0.7103,62,"Professor makes the lectures enjoyable and fun to attend. Explains concepts very well. There were 8 homework assignments Homework is a little tough at times but not too difficult, everything you do seems to be related to the material you learn and doing the homework does help on exams. We got one cheat sheet on the midterm and 2 on the final.",CSE408,False,A,Amazing lectures --Hilarious--Graded by few things
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM2NDg5NzI4,2022-06-27 07:58:31 +0000 UTC,2022,0,1,2,2,4,,0.7566,58,"Perception In Robotics. The professor is a nice person and cares about students. However, the lectures were bad. Apart from camera geometry nothing else was explained well. We chose between 6 projects based on his research. We did not use any course material in our project but it was a very interesting one! We did not learn/use ROS.",CSE598,False,A+,Group projects
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM2MzQzMjI3,2022-05-15 17:16:36 +0000 UTC,2022,0,1,4,4,2,1.0,0.34,61,"Perception In Robotics. This course was mainly graded by the final project. The professor was a very nice person, projects are guided by a PhD students. He is very knowledgeable and explains concepts multiple times if needed.Grades depend on the final presentation scored by PhDs, so even if you work really hard, you might get an A instead of an A+.",CSE598,False,A+,Group projects--Amazing lectures --Inspirational
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM1NzQwNzM2,2022-01-12 05:06:30 +0000 UTC,2022,0,1,5,5,4,1.0,0.799,28,"Hilarious professor, because he's young and gets along with the students. His teaching is very engaging. Projects make you do a lot but are a lot of fun.",CSE598,False,,Amazing lectures
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM1NTIyMjE2,2021-12-14 20:23:23 +0000 UTC,2021,-1,0,5,5,3,1.0,0.9744,58,He is a really good professor and cares about what he does. This was my favorite class this semester. The textbook is really helpful for keeping up with the content and understanding it better. I do recommend starting on the coding assignments earlier rather than later as they can be challenging. He really cares about the students succeeding.,CSE310,False,B,Amazing lectures--Lecture heavy--Caring
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM1NTE2OTE2,2021-12-14 16:05:52 +0000 UTC,2021,-1,0,5,5,3,1.0,0.985,57,"Professor Yang made data structures and algorithm fun to learn. Rather than making assignments complicated, he made them useful. His lecture slides were also very useful. Great lecturer and keeps the class engaged. Definitely the best CS professor I have had at ASU and strongly recommend him. He made the class very interesting and worth your time.",CSE310,False,B+,Gives good feedback--Respected--Amazing lectures
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTM1NDg1MTA0,2021-12-12 20:54:10 +0000 UTC,2021,-1,0,3,3,3,1.0,0.8871,62,"The professor is fine. Honestly without his TAs this would have been a nightmare. He is kind of lazy, pulling projects/homeworks fron other teaching which can be frustrating. Lectures are normally pretty boring, with tiny writing in a huge class so if you are in the back dont bother going. He can be funny and is a good guy. Grading is fair.",CSE310,False,B,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTMzNTkzMTgx,2020-08-17 20:19:42 +0000 UTC,2020,-2,0,4,4,3,1.0,-0.3612,59,"The professor is chill. Both the professor and the TA were understanding and gave some leeway with assignment deadlines in this uncertain time of COVID. There was one take home midterm and the rest of the grade depended on various assignments. For the assignments, most of the things had to be searched on Google and then implemented for results.",CSE598,False,A-,Group projects--Clear grading criteria
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTMyMDk2NzY0,2019-07-14 22:42:18 +0000 UTC,2019,-3,0,5,5,3,1.0,0.8722,63,"In a sea of ASU CS professors who you can hardly understand, with cryptic schedules, assignments, and boring exams, Prof. Yang was so helpful and his lectures were engaging and easy to understand. I never felt like I was being &quot;gotcha'd&quot; like I have had before in other CS classes. This guy is one of the few good professors in CS at ASU.",CSE310,False,A,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTMwOTMxNTg2,2018-12-09 15:21:55 +0000 UTC,2018,-4,0,4,4,4,1.0,0.9403,52,"Yang is a good professor if you can get pass him being a bit disorganized. He posts all lectures online but sometimes after class. He is a bit hard to understand but he clearly shows that he cares for the students and our learning. Good professor, I would definitely take him again.",CSE319,False,B,Respected--ACCESSIBLE OUTSIDE CLASS--EXTRA CREDIT
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTMwOTAxODYw,2018-12-06 20:32:06 +0000 UTC,2018,-4,0,5,5,4,1.0,0.7465,49,"Amazing professor, spends a good amount of time with each concept and explains them thoroughly in each lecture. Good slides and summaries too, people underestimate that! This has probably been the most difficult CSE class I've taken at ASU thus far, but I feel like I've learned the most.",CSE310,False,,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTI5NjgxOTcx,2018-03-22 02:54:38 +0000 UTC,2018,-4,0,5,5,3,1.0,0.3182,6,Makes sure to simplify complicated concepts,CSE310,False,A,Clear grading criteria--Hilarious--EXTRA CREDIT
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTI5NjcwOTY1,2018-03-20 00:21:49 +0000 UTC,2018,-4,0,1,1,3,0.0,0.0,11,"shallow content, doesn't give much details,have to google eveything for project",CSE591,False,,
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTI5NjA3MTk4,2018-02-28 18:03:17 +0000 UTC,2018,-4,0,5,5,3,1.0,0.8367,55,"Does a solid job of making complicated and dry topics understandable and interesting. Homework is challenging, but prepares you well for the exams which are of reasonable difficulty. Overall his grading criteria is more than fair, and if you put in the work you will definitely obtain the requisite knowledge to handle other CS classes.",CSE310,False,A,ACCESSIBLE OUTSIDE CLASS--Hilarious--Caring
2289284,Yezhou Yang,Arizona State University,R1,2022,UmF0aW5nLTI4ODQyODQy,2017-11-06 15:58:53 +0000 UTC,2017,-5,0,5,5,3,1.0,0.8747,58,"I had a great experience in this class during which my team tried to solve a problem pertaining to athletics. To be honest, I never had any prior experience with python or ROS before attending this class. The class was so interesting that my team started to understand and implement the algorithms (ex: corner detection, optical flow, etc.)",CSE591,False,A,
2760667,Eduardo Blanco,Arizona State University,R1,2020,UmF0aW5nLTM2NTcwNzAx,2022-08-08 06:37:31 +0000 UTC,2022,2,1,5,5,3,1.0,0.8923,56,Professor Blanco is one of the best professors I have taken as a CSE student at ASU. He is very passionate about natural language processing and it showed in his lectures. He would stay almost every day after class (along with office hours and Slack) and help students with any of their problems with the coding.,CSE476,False,A,Amazing lectures --Clear grading criteria--Caring
2760667,Eduardo Blanco,Arizona State University,R1,2020,UmF0aW5nLTM2MzEyNDQy,2022-05-11 19:40:17 +0000 UTC,2022,2,1,5,5,3,1.0,0.9001,55,"Professor Blanco has provided one of the best lecture experiences especially for a 400 level class. He is active by email or Slack for any inquiries about the class. For someone who knew nothing about NLP before the class, he provided a great introduction to the topic and balanced the workload fairly throughout the semester.",CSE476,False,A-,Clear grading criteria--Caring--Online Savvy
2760667,Eduardo Blanco,Arizona State University,R1,2020,UmF0aW5nLTM2Mjg3MjE2,2022-05-09 18:12:04 +0000 UTC,2022,2,1,5,5,2,1.0,0.9794,47,"Easily one of the best professors at ASU. Projects/Homework is 70% of the grade; two exams worth 10% each; 5 quizzes worth 2% each and extra credit is offered on top of this incredibly generous grading scheme.  Extremely kind, loves his work. Would definitely take him again.",CSE476,False,A+,Respected
2760667,Eduardo Blanco,Arizona State University,R1,2020,UmF0aW5nLTM2MjA4MDc5,2022-05-01 22:56:49 +0000 UTC,2022,2,1,5,5,3,1.0,0.9305,60,"Best professor I've had at ASU. The course content itself is somewhat interesting, but his lecture makes it more interesting. Quizzes are relevant to exams and assignments are straightforward. It's NLP so there is more than a normal amount of reading for a CSE course, but I cannot stress how much I appreciate the effort he puts into the class.",CSE476,False,A,Get ready to read--Amazing lectures --Caring
2760667,Eduardo Blanco,Arizona State University,R1,2020,UmF0aW5nLTM1NjU4MDUz,2021-12-26 22:43:50 +0000 UTC,2021,1,1,4,4,3,1.0,0.9633,60,Great intro to deep learning. No exams and only graded on homework and a project. Was very helpful and accessible in class and through Slack. Clearly wants his students to succeed. Both went into the theory and the practical usage of the topic. Used GitHub for homework submissions primarily which was amazing. One of the best CS professors at ASU.,CSE598,False,A,Gives good feedback--Lots of homework--Caring
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTQwNzk1MzY5,2025-03-20 18:17:36 +0000 UTC,2025,5,1,1,1,5,,-0.3724,7,provost magee does not respect student workers,CS120,False,F,
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTQwNzk1MzUx,2025-03-20 18:14:41 +0000 UTC,2025,5,1,1,1,1,,-0.4404,5,Provost Magee hates student workers,CS120,False,,
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTM0ODA3NDgw,2021-05-17 11:15:54 +0000 UTC,2021,1,1,4,4,4,1.0,-0.6495,57,"The flipped classroom method, while not my favorite, is well executed. Despite struggling in this class, I ended up doing pretty well due to him dropping a few of your worst grades. This class is A LOT of work (a project every week) but you are given the tools needed. Don't let the first class scare you!!",CSCI120,True,A,Lots of homework--Clear grading criteria--Amazing lectures
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTMzNjg4MTI0,2020-10-09 00:07:08 +0000 UTC,2020,0,1,4,4,4,1.0,0.7783,59,"Lots of support (TA hours everyday and extended ones on weekends). Responses to questions usually within 30 minutes. The class is extremely work heavy. You need a lot of hours outside of class. I often spend all of Friday and Saturday finishing up work (in addition to doing work throughout the week). Prof. Magee is great for CS120, though.",CS120,False,A,Lots of homework--Accessible outside class--Test heavy
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTMzNjUyNTkz,2020-09-19 18:25:13 +0000 UTC,2020,0,1,5,5,4,1.0,0.9463,59,"Professor Magee is great! I had him for CS120, and while I found the class very difficult, the course is so well organized that the frustration came from the challenge of the work, not ambiguous instructions/grading. I felt that he clearly communicated the core concepts of the class and had an effective support structure set up to ensure success.",CS120,False,,Gives good feedback--Lots of homework--Caring
1887854,John Magee,Clark University,R2,2020,UmF0aW5nLTMyNzAxMDk3,2019-12-18 04:50:27 +0000 UTC,2019,-1,0,5,5,3,1.0,0.8122,61,"I enjoyed Prof Magee for Intro to CS. He is very friendly and approachable and is willing to help you when you get stuck. He also explains concepts well. This class does have a lot of daily work - there are pre-class activities 2x a week, biweekly quizzes, and weekly projects (writing computer programs). There is no textbook, which saves $",CSCI120,False,,Gives good feedback--Lots of homework--Accessible outside class
